stunde;theta_e;I_N;I_N_dir;I_N_dif;I_E;I_E_dir;I_E_dif;I_S;I_S_dir;I_S_dif;I_W;I_W_dir;I_W_dif;I_H;I_H_dir;I_H_dif
6326;19.4;106.197;0.0;106.197;106.197;0.0;106.197;625.23;519.033;106.197;480.349;374.152;106.197;682.624;643.026;39.598
6327;19.4;89.271;0.0;89.271;89.271;0.0;89.271;505.288;416.017;89.271;634.3;545.029;89.271;552.206;518.199;34.007
6328;19.4;88.328;0.0;88.328;88.328;0.0;88.328;301.821;213.494;88.328;567.29;478.962;88.328;333.346;269.068;64.278
6329;18.9;64.42;0.0;64.42;64.42;0.0;64.42;98.198;33.778;64.42;211.423;147.003;64.42;143.893;43.921;99.972
6330;18.3;13.311;0.0;13.311;13.311;0.0;13.311;14.05;0.739;13.311;27.339;14.028;13.311;25.219;1.187;24.033
6331;16.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6332;13.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6333;13.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6334;12.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6335;12.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6336;13.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6337;12.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6338;11.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6339;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6340;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6341;7.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6342;7.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6343;7.2;42.064;0.0;42.064;277.404;235.34;42.064;65.89;23.826;42.064;42.064;0.0;42.064;86.364;31.142;55.223
6344;10;98.583;0.0;98.583;741.744;643.161;98.583;281.98;183.397;98.583;98.583;0.0;98.583;331.679;227.848;103.831
6345;13.9;116.469;0.0;116.469;833.448;716.98;116.469;489.036;372.567;116.469;116.469;0.0;116.469;541.942;457.55;84.392
6346;17.2;133.064;0.0;133.064;717.102;584.038;133.064;650.623;517.559;133.064;133.064;0.0;133.064;703.134;632.62;70.514
6347;20.6;138.342;0.0;138.342;499.991;361.649;138.342;750.079;611.737;138.342;138.342;0.0;138.342;805.066;746.088;58.979
6348;22.8;135.711;0.0;135.711;235.858;100.147;135.711;789.729;654.019;135.711;135.711;0.0;135.711;844.394;796.965;47.429
6349;23.3;127.371;0.0;127.371;127.371;0.0;127.371;769.864;642.493;127.371;295.986;168.614;127.371;821.766;783.017;38.749
6350;25;116.815;0.0;116.815;116.815;0.0;116.815;683.19;566.375;116.815;523.083;406.268;116.815;737.665;691.052;46.613
6351;25;92.73;0.0;92.73;92.73;0.0;92.73;552.724;459.994;92.73;690.84;598.11;92.73;595.675;562.766;32.91
6352;24.4;61.03;0.0;61.03;61.03;0.0;61.03;378.087;317.058;61.03;764.547;703.517;61.03;408.57;390.161;18.408
6353;23.3;45.04;0.0;45.04;45.04;0.0;45.04;193.387;148.346;45.04;678.374;633.333;45.04;209.06;185.403;23.657
6354;22.8;27.626;0.0;27.626;27.626;0.0;27.626;36.991;9.365;27.626;192.087;164.461;27.626;50.098;12.991;37.108
6355;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6356;17.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6357;14.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6358;12.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6359;12.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6360;11.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6361;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6362;8.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6363;8.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6364;7.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6365;5.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6366;3.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6367;3.3;40.199;0.0;40.199;272.713;232.514;40.199;65.213;25.013;40.199;40.199;0.0;40.199;82.032;30.027;52.005
6368;7.2;97.164;0.0;97.164;735.6;638.436;97.164;283.658;186.494;97.164;97.164;0.0;97.164;325.984;224.043;101.941
6369;11.1;115.785;0.0;115.785;830.852;715.066;115.785;493.408;377.623;115.785;115.785;0.0;115.785;537.592;453.734;83.859
6370;13.3;132.39;0.0;132.39;714.927;582.537;132.39;655.593;523.202;132.39;132.39;0.0;132.39;698.855;628.699;70.156
6371;15;137.779;0.0;137.779;498.11;360.331;137.779;755.597;617.818;137.779;137.779;0.0;137.779;801.163;742.417;58.745
6372;15;135.074;0.0;135.074;233.562;98.488;135.074;794.288;659.214;135.074;135.074;0.0;135.074;839.442;792.172;47.27
6373;16.7;127.237;0.0;127.237;127.237;0.0;127.237;775.622;648.385;127.237;297.611;170.374;127.237;818.275;779.158;39.117
6374;17.8;116.024;0.0;116.024;116.024;0.0;116.024;686.884;570.86;116.024;523.507;407.483;116.024;732.178;685.984;46.194
6375;19.4;91.768;0.0;91.768;91.768;0.0;91.768;555.861;464.093;91.768;690.709;598.942;91.768;590.073;557.664;32.409
6376;20;60.541;0.0;60.541;60.541;0.0;60.541;380.763;320.222;60.541;763.387;702.846;60.541;403.21;384.751;18.459
6377;20;45.252;0.0;45.252;45.252;0.0;45.252;195.989;150.737;45.252;676.775;631.524;45.252;205.508;181.07;24.438
6378;20;26.732;0.0;26.732;26.732;0.0;26.732;35.836;9.104;26.732;175.494;148.762;26.732;47.706;10.919;36.787
6379;17.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6380;12.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6381;11.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6382;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6383;11.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6384;8.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6385;7.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6386;6.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6387;6.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6388;6.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6389;5.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6390;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6391;3.9;38.277;0.0;38.277;263.921;225.644;38.277;63.982;25.705;38.277;38.277;0.0;38.277;77.239;28.419;48.821
6392;6.1;96.343;0.0;96.343;731.031;634.688;96.343;286.164;189.821;96.343;96.343;0.0;96.343;321.938;220.599;101.339
6393;9.4;114.794;0.0;114.794;828.238;713.443;114.794;497.61;382.815;114.794;114.794;0.0;114.794;532.709;450.098;82.612
6394;12.2;131.264;0.0;131.264;712.643;581.379;131.264;660.412;529.148;131.264;131.264;0.0;131.264;694.165;625.136;69.029
6395;15;136.653;0.0;136.653;495.138;358.485;136.653;759.633;622.98;136.653;136.653;0.0;136.653;795.498;737.641;57.857
6396;17.2;134.506;0.0;134.506;231.434;96.928;134.506;799.523;665.018;134.506;134.506;0.0;134.506;835.213;788.105;47.108
6397;19.4;126.533;0.0;126.533;126.533;0.0;126.533;779.765;653.231;126.533;298.384;171.85;126.533;812.985;774.03;38.956
6398;20.6;115.224;0.0;115.224;115.224;0.0;115.224;690.542;575.318;115.224;523.894;408.67;115.224;726.659;680.887;45.771
6399;21.1;90.797;0.0;90.797;90.797;0.0;90.797;558.968;468.171;90.797;690.534;599.737;90.797;584.445;552.539;31.905
6400;22.2;60.096;0.0;60.096;60.096;0.0;60.096;383.834;323.739;60.096;763.049;702.954;60.096;398.296;379.787;18.509
6401;22.8;44.764;0.0;44.764;44.764;0.0;44.764;197.403;152.639;44.764;672.525;627.762;44.764;200.73;176.217;24.513
6402;22.8;25.55;0.0;25.55;25.55;0.0;25.55;34.218;8.668;25.55;157.963;132.413;25.55;44.979;8.979;36
6403;19.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6404;16.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6405;13.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6406;12.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6407;11.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6408;11.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6409;11.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6410;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6411;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6412;8.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6413;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6414;11.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6415;10.6;34.624;0.0;34.624;210.413;175.788;34.624;55.764;21.14;34.624;34.624;0.0;34.624;64.822;21.576;43.246
6416;13.9;93.738;0.0;93.738;672.864;579.126;93.738;270.981;177.243;93.738;93.738;0.0;93.738;300.077;199.336;100.741
6417;19.4;115.652;0.0;115.652;780.468;664.816;115.652;478.022;362.37;115.652;115.652;0.0;115.652;500.998;416.976;84.022
6418;22.8;124.405;0.0;124.405;669.506;545.1;124.405;627.103;502.698;124.405;124.405;0.0;124.405;656.544;583.935;72.609
6419;26.1;127.774;0.0;127.774;465.2;337.426;127.774;722.045;594.271;127.774;127.774;0.0;127.774;754.84;693.362;61.478
6420;26.7;122.869;0.0;122.869;211.502;88.633;122.869;746.268;623.399;122.869;122.869;0.0;122.869;778.971;728.598;50.373
6421;28.9;118.544;0.0;118.544;118.544;0.0;118.544;739.136;620.592;118.544;281.988;163.444;118.544;770.186;725.111;45.076
6422;28.9;106.693;0.0;106.693;106.693;0.0;106.693;620.195;513.502;106.693;469.691;362.998;106.693;643.893;598.547;45.346
6423;28.3;91.039;0.0;91.039;91.039;0.0;91.039;502.991;411.953;91.039;614.887;523.849;91.039;518.074;477.528;40.546
6424;27.2;73.045;0.0;73.045;73.045;0.0;73.045;350.047;277.002;73.045;668.141;595.096;73.045;356.054;317.276;38.778
6425;28.3;48.481;0.0;48.481;48.481;0.0;48.481;191.982;143.502;48.481;628.019;579.538;48.481;190.316;159.204;31.112
6426;28.3;24.903;0.0;24.903;24.903;0.0;24.903;32.609;7.706;24.903;135.413;110.51;24.903;43.135;6.878;36.258
6427;25.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6428;20.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6429;21.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6430;20.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6431;18.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6432;14.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6433;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6434;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6435;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6436;8.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6437;8.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6438;8.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6439;8.3;26.463;0.0;26.463;175.336;148.872;26.463;45.309;18.846;26.463;26.463;0.0;26.463;50.947;17.793;33.154
6440;8.9;90.874;0.0;90.874;589.111;498.238;90.874;246.836;155.962;90.874;90.874;0.0;90.874;271.249;169.807;101.442
6441;8.3;104.584;0.0;104.584;299.738;195.153;104.584;212.616;108.032;104.584;104.584;0.0;104.584;259.86;121.679;138.181
6442;8.3;130.823;0.0;130.823;288.46;157.637;130.823;278.103;147.28;130.823;130.823;0.0;130.823;353.159;168.226;184.932
6443;8.9;148.458;0.0;148.458;252.516;104.058;148.458;334.171;185.713;148.458;148.458;0.0;148.458;417.93;213.523;204.408
6444;9.4;155.972;0.0;155.972;184.266;28.294;155.972;360.0;204.028;155.972;155.972;0.0;155.972;447.159;235.178;211.981
6445;9.4;139.278;0.0;139.278;139.278;0.0;139.278;185.04;45.762;139.278;151.343;12.064;139.278;302.326;52.725;249.6
6446;10;125.707;0.0;125.707;125.707;0.0;125.707;187.171;61.464;125.707;168.947;43.241;125.707;278.851;70.562;208.288
6447;10;107.074;0.0;107.074;107.074;0.0;107.074;153.671;46.597;107.074;165.896;58.822;107.074;233.009;53.052;179.957
6448;9.4;79.372;0.0;79.372;79.372;0.0;79.372;107.65;28.278;79.372;139.485;60.113;79.372;167.596;31.623;135.973
6449;7.2;45.697;0.0;45.697;45.697;0.0;45.697;57.089;11.392;45.697;90.889;45.193;45.697;92.269;12.144;80.125
6450;4.4;4.102;0.0;4.102;4.102;0.0;4.102;4.102;0.0;4.102;4.102;0.0;4.102;8;0;8
6451;3.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6452;3.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6453;3.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6454;3.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6455;3.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6456;4.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6457;4.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6458;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6459;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6460;3.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6461;2.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6462;1.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6463;1.1;32.235;0.0;32.235;215.741;183.507;32.235;56.627;24.392;32.235;32.235;0.0;32.235;60.826;21.34;39.486
6464;2.8;83.373;0.0;83.373;742.817;659.444;83.373;294.398;211.025;83.373;83.373;0.0;83.373;306.911;222.503;84.408
6465;5.6;112.276;0.0;112.276;818.527;706.25;112.276;509.25;396.974;112.276;112.276;0.0;112.276;518.004;437.715;80.289
6466;7.8;128.597;0.0;128.597;694.68;566.082;128.597;664.345;535.748;128.597;128.597;0.0;128.597;678.634;601.78;76.854
6467;10;134.261;0.0;134.261;487.86;353.599;134.261;773.69;639.429;134.261;134.261;0.0;134.261;780.993;724.502;56.491
6468;12.2;132.599;0.0;132.599;224.701;92.102;132.599;813.557;680.958;132.599;132.599;0.0;132.599;820.762;774.154;46.608
6469;14.4;128.627;0.0;128.627;128.627;0.0;128.627;781.232;652.605;128.627;300.834;172.207;128.627;797.652;741.466;56.187
6470;17.2;113.353;0.0;113.353;113.353;0.0;113.353;702.843;589.49;113.353;526.078;412.725;113.353;711.608;666.538;45.071
6471;18.9;88.509;0.0;88.509;88.509;0.0;88.509;569.634;481.125;88.509;691.473;602.964;88.509;569.003;538.019;30.984
6472;18.9;59.344;0.0;59.344;59.344;0.0;59.344;392.706;333.362;59.344;760.642;701.298;59.344;383.267;363.966;19.3
6473;20;44.008;0.0;44.008;44.008;0.0;44.008;202.9;158.892;44.008;663.327;619.32;44.008;188.198;162.732;25.466
6474;19.4;21.713;0.0;21.713;21.713;0.0;21.713;30.22;8.507;21.713;130.367;108.654;21.713;37.147;5.553;31.594
6475;16.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6476;13.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6477;12.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6478;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6479;8.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6480;7.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6481;7.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6482;8.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6483;6.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6484;7.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6485;3.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6486;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6487;2.8;30.272;0.0;30.272;204.274;174.003;30.272;54.501;24.229;30.272;30.272;0.0;30.272;56.127;19.67;36.457
6488;4.4;82.347;0.0;82.347;736.89;654.543;82.347;296.369;214.022;82.347;82.347;0.0;82.347;301.593;218.609;82.983
6489;13.3;111.147;0.0;111.147;814.137;702.991;111.147;512.276;401.13;111.147;111.147;0.0;111.147;512.088;433.052;79.036
6490;18.3;127.566;0.0;127.566;691.782;564.216;127.566;668.395;540.828;127.566;127.566;0.0;127.566;673.185;597.443;75.742
6491;21.1;133.164;0.0;133.164;485.244;352.08;133.164;778.208;645.044;133.164;133.164;0.0;133.164;775.883;720.285;55.598
6492;23.3;131.438;0.0;131.438;221.874;90.437;131.438;817.038;685.601;131.438;131.438;0.0;131.438;814.623;768.763;45.86
6493;25;127.935;0.0;127.935;127.935;0.0;127.935;785.207;657.272;127.935;301.514;173.579;127.935;792.227;736.415;55.813
6494;26.1;105.296;0.0;105.296;105.296;0.0;105.296;687.364;582.068;105.296;510.879;405.583;105.296;685.881;648.228;37.652
6495;26.7;83.602;0.0;83.602;83.602;0.0;83.602;538.428;454.825;83.602;649.512;565.91;83.602;529.414;499.551;29.863
6496;26.7;66.692;0.0;66.692;66.692;0.0;66.692;374.072;307.38;66.692;706.674;639.983;66.692;358.075;327.643;30.432
6497;25.6;48.834;0.0;48.834;48.834;0.0;48.834;193.573;144.738;48.834;603.3;554.466;48.834;176.811;142.394;34.417
6498;23.9;18.221;0.0;18.221;18.221;0.0;18.221;26.974;8.753;18.221;124.206;105.985;18.221;31.473;4.829;26.644
6499;21.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6500;19.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6501;17.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6502;16.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6503;15.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6504;13.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6505;12.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6506;12.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6507;8.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6508;8.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6509;7.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6510;8.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6511;8.9;23.624;0.0;23.624;165.652;142.028;23.624;44.298;20.674;23.624;23.624;0.0;23.624;44.94;15.592;29.348
6512;10.6;88.669;0.0;88.669;631.571;542.902;88.669;269.97;181.301;88.669;88.669;0.0;88.669;275.25;179.453;95.797
6513;12.8;109.642;0.0;109.642;781.383;671.741;109.642;498.663;389.021;109.642;109.642;0.0;109.642;491.903;411.255;80.648
6514;16.7;121.156;0.0;121.156;646.689;525.533;121.156;631.291;510.135;121.156;121.156;0.0;121.156;626.292;554.261;72.031
6515;19.4;120.666;0.0;120.666;444.996;324.33;120.666;722.604;601.938;120.666;120.666;0.0;120.666;709.023;662.453;46.57
6516;21.7;120.857;0.0;120.857;201.368;80.51;120.857;746.697;625.84;120.857;120.857;0.0;120.857;744.371;692.17;52.202
6517;23.9;115.3;0.0;115.3;115.3;0.0;115.3;678.405;563.106;115.3;264.115;148.815;115.3;666.367;622.176;44.191
6518;23.9;100.866;0.0;100.866;100.866;0.0;100.866;654.793;553.927;100.866;485.001;384.136;100.866;644.801;607.601;37.199
6519;25;89.158;0.0;89.158;89.158;0.0;89.158;515.048;425.89;89.158;615.283;526.125;89.158;499.871;459.442;40.429
6520;26.1;76.87;0.0;76.87;76.87;0.0;76.87;341.164;264.294;76.87;621.533;544.662;76.87;324.583;275.032;49.552
6521;22.8;51.117;0.0;51.117;51.117;0.0;51.117;184.903;133.786;51.117;554.965;503.848;51.117;167.052;126.41;40.642
6522;21.1;17.954;0.0;17.954;17.954;0.0;17.954;26.698;8.744;17.954;118.578;100.624;17.954;31.14;4.028;27.112
6523;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6524;17.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6525;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6526;12.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6527;12.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6528;12.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6529;12.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6530;11.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6531;10.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6532;11.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6533;11.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
